age,is_corporate,gender,total_balance,account_count,has_active_loan,has_overdue_loan,has_upcoming_payment,has_issuing_card,has_check_card,has_credit_card,has_deposit_sub,has_savings_sub,default_risk_level,recent_deposit_count,recent_withdrawal_count,recent_transfer_count,days_since_last_tx,max_password_fail_count,has_business_id,task_detail_type,savings_near_maturity,deposit_near_maturity,profile_id,scenario_kind
36,0,1,11586872,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,전세자금대출,0,0,dbf9751a405719de63a0a348,original_cleaned
47,0,0,898555,1,1,1,1,0,1,0,0,0,0,0,0,0,43,0,0,연체관리,0,0,9f00ecff41e90b4e717c1afa,original_cleaned
48,0,1,35896445,2,0,0,0,0,0,0,0,0,0,3,2,2,29,0,0,주택담보대출,0,0,28bc312f2a2ebeedb93587b8,original_cleaned
62,0,1,27656698,1,0,0,0,0,1,1,1,0,0,0,0,0,41,0,0,예금,0,1,5c4727103df063ad67f231ba,original_cleaned
60,0,1,1845182,3,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,소상공인 대출,0,0,0c16fe0f956cbc5cc8f4b852,original_cleaned
79,0,0,5591617,1,0,0,0,0,1,0,0,0,0,7,1,1,14,0,0,입금,0,0,79ffdcb2f1307bc608a312b2,original_cleaned
50,0,0,6016564,1,0,0,0,0,1,0,0,0,0,0,0,0,213,5,0,통장 비밀번호 변경,0,0,8a12f5c51ffae5194d4f5daf,original_cleaned
65,0,0,14224571,2,1,0,0,0,1,0,0,0,0,2,1,1,13,0,0,입금,0,0,4d86f1f688f3b3065414ae57,original_cleaned
36,0,0,10554719,2,0,0,0,0,0,0,0,1,0,3,2,2,12,0,0,적금,1,0,16cd134eb9e757d604e135f1,original_cleaned
19,0,0,2864262,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,체크카드 발급,0,0,db2a8a2820a95733a52a06c1,original_cleaned
46,0,0,16107135,3,0,0,0,0,0,0,1,0,0,4,5,4,9,0,0,예금,0,1,b7b8da2647a5c7ae1057fc7c,original_cleaned
57,0,1,790953,1,0,0,0,0,1,0,0,0,0,0,0,0,278,3,0,통장 비밀번호 변경,0,0,b87ebb5bfe744193a9f384d5,original_cleaned
25,0,1,6091396,2,0,0,0,0,1,0,0,0,0,3,4,2,26,0,0,전세자금대출,0,0,d649500a452773edc854583f,original_cleaned
31,0,1,44367207,3,0,0,0,0,1,0,0,0,0,8,6,1,28,0,0,소상공인 대출,0,0,6226522d896ad50bdd6f3e5a,original_cleaned
59,0,1,3481344,2,1,0,0,0,1,1,0,0,0,13,0,0,1,0,0,입금,0,0,0afe50c516d63f62d636a9f8,original_cleaned
41,1,1,84427923,4,1,0,0,0,0,0,0,0,0,3,2,2,13,0,0,기업대출,0,0,cff70e8f96ed871690299873,original_cleaned
60,0,1,6905257,1,0,0,0,0,1,0,0,0,0,3,4,3,25,0,0,소상공인 대출,0,0,3bf941eec16a8a452c8ec2e3,original_cleaned
45,0,1,3127325,1,1,0,1,0,0,1,0,0,0,0,0,0,35,0,0,대출 상환,0,0,fe7691195cda40b9507f0662,original_cleaned
35,0,0,1227492,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,주택담보대출,0,0,92462f785c5b5fe2c5a8131c,original_cleaned
60,0,1,1386867,2,1,0,1,0,1,1,0,0,0,0,0,0,35,0,0,대출 상환,0,0,b518c0ddc54ed7c8a4d733de,original_cleaned
25,0,0,3507912,3,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,이체,0,0,c0cf321e14015a5db15f7d40,original_cleaned
58,0,0,51349847,2,0,0,0,0,1,0,1,0,0,3,4,1,11,0,0,예금,0,1,553e987ada626ce503238d9d,original_cleaned
49,0,1,19568827,2,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,신용카드 발급,0,0,a259b79ad5ff9ceb8deb6d8c,original_cleaned
37,0,1,50074471,2,0,0,0,0,1,1,0,0,0,6,9,2,28,0,0,주택담보대출,0,0,98496b8b1d999f9a5dd9d082,original_cleaned
31,0,1,10420232,1,0,0,0,0,1,0,0,1,0,0,0,0,36,0,0,적금,1,0,a42e229fdc6f0e44d0290dc0,original_cleaned
46,0,1,23434315,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,소상공인 대출,0,0,fefcb1f56700f2a11c954bec,original_cleaned
61,0,0,4219490,2,0,0,0,0,0,1,0,0,0,7,2,0,14,0,0,입금,0,0,0de49225cb8bec49bebcf32b,original_cleaned
36,1,0,263946735,3,1,0,0,0,0,0,0,0,0,2,1,5,8,0,0,법인계좌 개설,0,0,5708859807f51f1e8c24e4f6,original_cleaned
29,1,1,89633220,2,1,0,0,0,1,1,0,0,0,0,4,2,21,0,0,기업대출,0,0,66202cb3552e590cd8c09580,original_cleaned
46,0,1,468174,1,1,1,1,0,1,1,0,0,0,3,4,2,30,0,0,연체관리,0,0,812263ac3b0f0d1a9ac31b0d,original_cleaned
23,0,0,5784624,2,0,0,0,0,0,1,0,0,0,4,3,2,17,0,0,전세자금대출,0,0,66b30b3fe7da6a1b8857af19,original_cleaned
63,1,0,66784564,3,1,1,0,0,0,1,0,0,3,0,0,0,35,0,0,부도관리,0,0,842fe49f481e3d96a9461281,original_cleaned
50,0,1,15176606,3,0,0,0,0,1,1,1,0,0,5,2,1,28,0,0,예금,0,1,87053cddcade5c3cce5ea11d,original_cleaned
51,0,1,17722055,2,1,0,1,0,1,0,0,0,0,0,0,0,38,0,0,입출금 계좌개설,0,0,52ab50dc8d01c372b39f1287,original_cleaned
49,0,1,25617074,3,0,0,0,0,1,0,1,0,0,2,4,0,6,0,0,예금,0,1,151cacea05fffc2008bc554f,original_cleaned
26,0,0,17340427,2,1,0,0,0,0,0,0,0,0,2,4,3,7,0,0,금융상품가입,0,0,cb72b288f6f99312a19e632d,original_cleaned
53,0,0,4849053,2,0,0,0,0,0,0,0,0,0,1,2,3,11,0,0,금융상품가입,0,0,21e924bf083dcbb315a95662,original_cleaned
39,0,1,300211,2,0,0,0,0,1,0,0,0,0,4,0,2,13,0,0,신용대출,0,0,47f7759b17bec5e9b594e2fb,original_cleaned
32,0,1,8030538,1,1,0,0,0,0,0,0,0,0,0,8,1,30,0,0,금융상품가입,0,0,827df4f571886ccfbcf845f6,original_cleaned
43,0,1,105189879,1,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,신용카드 발급,0,0,0f8d2c68ebc783eba5d01149,original_cleaned
26,0,0,913431,1,0,0,0,0,1,0,0,0,0,1,2,17,5,0,0,이체,0,0,c74d8a3d8c448760e255041b,original_cleaned
26,0,1,8145705,1,0,0,0,0,1,0,0,0,0,4,6,2,11,0,0,신용대출,0,0,11c977da357348f5fa39eb67,original_cleaned
35,0,0,2017435,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,금융상품가입,0,0,5c53f0683d24147fd29a5d89,original_cleaned
22,0,0,347849,1,0,0,0,0,0,0,0,1,0,8,7,3,4,0,0,적금,1,0,b78a114548a44c3089b11859,original_cleaned
33,0,0,111843292,2,1,0,0,0,0,0,1,0,0,0,0,0,38,0,0,예금,0,1,47dad7ced81d0db71656e9ed,original_cleaned
29,0,0,22861725,1,0,0,0,1,1,0,0,0,0,5,2,2,1,0,0,카드수령,0,0,e9749b63921b9778d7222414,original_cleaned
29,0,0,10511027,1,0,0,0,0,0,1,0,0,0,4,2,11,6,0,0,이체,0,0,c2565923619f8d7686dd7f21,original_cleaned
55,0,0,13600205,2,0,0,0,0,1,0,0,0,0,1,7,2,14,0,0,출금,0,0,29345e2dad3b4cf962eec2c1,original_cleaned
41,0,0,21082007,1,1,0,1,0,1,0,0,0,0,2,3,6,13,0,0,대출 상환,0,0,e93b24b512bd4b052ee17f13,original_cleaned
25,0,1,13400666,2,0,0,0,0,1,0,0,0,0,5,3,3,21,0,0,금융상품가입,0,0,d800ac51296e21269fa79713,original_cleaned
30,0,1,4695462,2,0,0,0,0,1,0,0,0,0,0,1,2,12,0,0,금융상품가입,0,0,dfebee58b789b758d0f15340,original_cleaned
62,0,1,1837882,1,1,0,0,0,0,0,0,0,0,0,0,0,51,5,0,통장 비밀번호 변경,0,0,a14d06f7eb9c41b4517ae823,original_cleaned
39,0,1,2232388,1,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,적금,1,0,ec2e118f366270950b0bf8b1,original_cleaned
69,0,0,17167909,1,0,0,0,0,1,0,0,0,0,0,0,0,143,3,0,통장 비밀번호 변경,0,0,a1e241fb6ba1984968036921,original_cleaned
59,0,1,1592437,2,1,0,0,1,0,0,0,0,0,3,5,3,22,0,0,카드수령,0,0,8b536f843e1154b13b969e06,original_cleaned
40,0,0,17295219,2,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,카드수령,0,0,c806b443a65b6960fe241d84,original_cleaned
49,0,0,720439,1,0,0,0,0,1,1,0,0,0,6,2,4,27,0,0,신용대출,0,0,07b022b8ad9a71bceb01fae7,original_cleaned
47,0,0,27783964,2,1,0,1,0,1,0,0,0,0,1,3,1,22,0,0,대출 상환,0,0,ff195aa39755385abba9db87,original_cleaned
61,0,0,4431994,2,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,카드수령,0,0,18963dcda4134e189764ef4b,original_cleaned
58,0,1,13921,1,1,1,0,0,1,1,0,0,0,0,0,0,38,0,0,카드수령,0,0,2dc5b949a31964c04b355b04,original_cleaned
48,0,1,171730,1,0,0,0,0,0,1,0,0,0,3,5,0,25,0,0,신용대출,0,0,e79fe079ee269cceb8bee61f,original_cleaned
45,0,0,3374467,3,0,0,0,0,1,1,0,0,0,0,1,2,6,0,0,소상공인 대출,0,0,1d4881245b6547bc5c55f76b,original_cleaned
54,0,1,15954425,3,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,예금,0,1,1e50abe4436dcb92fc57e62a,original_cleaned
39,0,0,2142758,1,0,0,0,0,1,1,0,0,0,4,6,0,13,0,0,출금,0,0,36d73b5a88ffd1c13a24ab7b,original_cleaned
46,0,0,6950836,1,1,0,1,0,1,1,0,0,0,0,0,0,39,0,0,대출 상환,0,0,ad675c22a31cffdc4a38def0,original_cleaned
32,0,1,7858398,1,0,0,0,0,1,0,0,0,0,4,4,2,3,0,0,신용카드 발급,0,0,116da58f2cf2922f139e0f72,original_cleaned
48,0,1,12751114,2,0,0,0,0,1,0,0,0,0,3,5,2,17,0,0,소상공인 대출,0,0,85164ae6b16a6b30453289b8,original_cleaned
37,0,0,1551522,3,0,0,0,0,1,0,0,0,0,3,3,4,20,0,0,신용카드 발급,0,0,0fbb3a29f8effd039d7bbd49,original_cleaned
57,0,1,515802,2,0,0,0,0,1,0,0,0,0,5,15,1,14,0,0,출금,0,0,db643fc1a479e46ac8a9f07d,original_cleaned
40,0,0,1164334,2,0,0,0,0,1,1,0,0,0,8,2,1,29,0,0,신용대출,0,0,9237d136e6fd3de0c4028e81,original_cleaned
63,1,1,8424407,4,1,1,0,0,0,0,0,0,3,3,6,4,10,0,0,부도관리,0,0,65d77caf19cbab8c8f6048b9,original_cleaned
26,0,1,26280802,3,0,0,0,0,0,0,1,0,0,3,7,3,15,0,0,예금,0,1,c8f1e6bb3392597a19010133,original_cleaned
24,0,0,6060892,1,0,0,0,0,0,1,0,0,0,4,5,1,13,0,0,전세자금대출,0,0,2965f72f457fcc43c35ace3e,original_cleaned
46,0,1,10000000,3,0,0,0,0,1,0,0,0,0,2,3,4,16,0,0,주택담보대출,0,0,d36331bc26eb9c5a26c538e5,original_cleaned
42,0,0,2426047,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,신용대출,0,0,7b5e89303f3d4cf9eee1cd1b,original_cleaned
54,0,1,34288133,2,1,0,0,0,1,0,0,0,0,0,3,2,29,0,0,주택담보대출,0,0,32e8f8fec066660f01289456,original_cleaned
26,0,1,5957232,3,0,0,0,0,0,0,0,1,0,4,3,2,1,0,0,적금,1,0,74b6a19303512784975992a4,original_cleaned
50,0,0,28438610,1,0,0,0,0,0,1,0,0,0,1,1,12,2,0,0,이체,0,0,fb5574305f34935e73be9ffe,original_cleaned
46,0,1,102561375,1,0,0,0,0,1,0,0,0,0,2,1,2,6,0,0,주택담보대출,0,0,87a14bc08ed97d5b4dfb737b,original_cleaned
63,0,1,23470843,1,0,0,0,0,0,0,0,0,0,2,3,18,5,0,0,이체,0,0,a0f11ed1a6fe111782448450,original_cleaned
36,0,1,58413871,3,0,0,0,0,1,0,1,0,0,3,3,3,13,0,0,예금,0,1,0fb2d256bee841433f204b32,original_cleaned
23,0,1,2383881,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,체크카드 발급,0,0,e98efa75fdd5ea0206e7866d,original_cleaned
63,0,0,1173152,1,1,0,1,0,0,0,0,0,0,2,6,2,26,0,0,대출 상환,0,0,924b73d913076be9f377805c,original_cleaned
38,0,0,3768520,2,0,0,0,0,0,0,0,0,0,1,8,0,14,0,0,출금,0,0,eb9426407fa833ef9e42e427,original_cleaned
45,0,1,3691077,1,0,0,0,0,1,0,0,0,0,5,4,0,3,0,0,소상공인 대출,0,0,29503455376f3655bd41e438,original_cleaned
33,0,1,11058095,1,0,0,0,0,1,0,0,0,0,1,3,1,24,0,0,금융상품가입,0,0,67e3853d7bbb78b49fc55ce9,original_cleaned
46,0,0,10000000,2,0,0,0,0,1,0,0,0,0,0,4,3,29,0,0,주택담보대출,0,0,725f5ea3d07f3fefcecbe55b,original_cleaned
22,0,0,8326845,1,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,전세자금대출,0,0,a265ed70b9d9366fbdae15c5,original_cleaned
32,0,1,30080930,2,1,1,0,0,1,1,0,0,0,2,6,1,24,0,0,연체관리,0,0,d202bba08fc221038dced6bb,original_cleaned
24,0,1,8071312,1,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,전세자금대출,0,0,5e63f67b905cd62177cd0e75,original_cleaned
26,0,1,869544,1,0,0,0,0,0,0,0,0,0,4,3,1,13,0,0,체크카드 발급,0,0,a0759531e83a41c4da0d0428,original_cleaned
47,0,1,2382909,1,0,0,0,0,0,0,0,0,0,2,2,11,8,0,0,이체,0,0,9ea6718e3ccbbf7e007a7903,original_cleaned
46,0,1,12404180,2,1,0,1,0,0,1,0,0,0,1,4,0,11,0,0,대출 상환,0,0,252cda8260e60462a7a744fc,original_cleaned
37,0,1,6935398,1,1,0,0,0,0,0,0,0,0,1,6,0,5,0,0,출금,0,0,1fe80b76a5ce169d98932742,original_cleaned
39,0,0,5244688,2,0,0,0,0,0,0,0,0,0,2,3,2,7,0,0,신용대출,0,0,c44fbbe66f67ea5eaa3394c3,original_cleaned
61,0,1,1132294,1,0,0,0,0,1,0,0,0,0,2,4,10,4,0,0,이체,0,0,9c6eea59336b482dc82efdc3,original_cleaned
63,0,1,4354811,3,1,0,0,0,0,1,0,0,0,3,5,11,7,0,0,이체,0,0,38becbb77a4d20f0b5a20b99,original_cleaned
47,0,1,6644041,2,0,0,0,0,1,0,0,0,0,4,2,1,24,0,0,소상공인 대출,0,0,ed2c8054ddc99769bec34c71,original_cleaned
31,0,1,4565792,3,0,0,0,0,1,0,0,0,0,2,1,2,21,0,0,신용카드 발급,0,0,225c0ce0c56b50adf35c6907,original_cleaned
30,0,0,48712827,2,0,0,0,0,1,0,1,0,0,2,4,0,26,0,0,예금,0,1,b2828180c0d4faf0d4a3f8c8,original_cleaned
35,1,0,16959090,4,1,0,0,0,0,0,0,0,0,2,3,4,8,0,0,법인카드 발급,0,0,08aaedca9c5bff2db56021b9,original_cleaned
32,0,1,323355,3,0,0,0,0,0,0,0,1,0,1,1,1,21,0,0,적금,1,0,054d278556aa0417521dcb3b,original_cleaned
59,0,1,28838505,2,1,0,1,0,1,1,0,0,0,0,0,0,32,0,0,대출 상환,0,0,7751568e329dcea08c48a212,original_cleaned
55,0,1,50888434,2,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0,예금,0,1,a4f8bf83117b97da350200a1,original_cleaned
36,0,0,49432339,3,1,0,0,0,1,0,1,0,0,2,4,1,4,0,0,예금,0,1,5fcee1db881311a3c4bc53f9,original_cleaned
28,0,1,4809474,2,0,0,0,0,1,1,0,0,0,0,0,0,44,0,0,전세자금대출,0,0,ac2da188e35b56807f5f7aaf,original_cleaned
25,0,1,529829,1,0,0,0,0,0,0,0,0,0,2,5,3,5,0,0,신용카드 발급,0,0,4852ab14c764d3c3f3dbfa1c,original_cleaned
64,1,0,20514089,4,1,0,0,0,1,0,0,0,0,3,6,2,30,0,0,기업대출,0,0,6b50ce04c241097f1a35316b,original_cleaned
46,0,0,224031,2,0,0,0,0,0,1,0,0,0,5,3,2,3,0,0,신용대출,0,0,6c4759dc83e2033f70eeefd7,original_cleaned
34,0,1,8351322,2,0,0,0,0,0,0,0,0,0,4,3,1,6,0,0,금융상품가입,0,0,81fd1252b85dfdea0a7fba30,original_cleaned
49,1,1,17175416,3,1,0,0,0,0,0,0,0,0,8,3,0,29,0,0,법인카드 발급,0,0,eff417650db04eba39144665,original_cleaned
49,0,0,28379592,1,0,0,0,0,0,0,0,0,0,2,7,3,16,0,0,주택담보대출,0,0,fffe170cc979942658b41ac8,original_cleaned
33,0,0,2050784,1,0,0,0,0,0,0,0,0,0,3,1,1,20,0,0,체크카드 발급,0,0,a4977ebc6022ebc8337e4572,original_cleaned
27,1,0,40612538,1,0,0,0,0,0,0,0,0,0,3,1,0,9,0,0,법인카드 발급,0,0,c6003c1c5b0fe2f54ba67561,original_cleaned
62,1,0,31590136,3,1,1,0,0,1,0,0,0,3,6,2,3,18,0,0,부도관리,0,0,2acd25983218b30993aa825b,original_cleaned
45,0,0,6235400,2,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,카드수령,0,0,bb107b60c61dc2e18a315d48,original_cleaned
37,0,1,8881882,2,1,0,1,0,1,1,0,0,0,2,5,1,14,0,0,대출 상환,0,0,9bb1c9551931350797d4fef1,original_cleaned
63,0,0,7676499,2,1,0,0,0,1,0,0,0,0,0,0,0,36,0,0,체크카드 발급,0,0,3dad81f2217b5bff5506f0f1,original_cleaned
72,0,0,5773803,2,0,0,0,0,0,0,0,0,0,6,0,1,8,0,0,입금,0,0,bd5752ab3ec5e3459b9bc400,original_cleaned
40,0,0,99870535,2,0,0,0,0,1,1,0,0,0,3,4,1,9,0,0,주택담보대출,0,0,590ba3a5483d9428bf0f1a0c,original_cleaned
53,0,1,11063070,3,1,0,0,0,1,0,0,0,0,0,0,0,35,0,0,소상공인 대출,0,0,d4e283040e34037c9e322ca1,original_cleaned
57,0,1,2590847,1,1,0,1,0,1,1,0,0,0,0,0,0,36,0,0,대출 상환,0,0,43979122d159b50c8a738f37,original_cleaned
21,0,1,9777486,1,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,적금,1,0,f1c30f0f9875e3e67f173fec,original_cleaned
37,0,1,514587,1,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,소상공인 대출,0,0,07669370c271b7c2ae81fc08,original_cleaned
30,0,0,3539629,1,0,0,0,1,1,0,0,0,0,0,0,0,44,0,0,카드수령,0,0,258210446af8f61004824f0e,original_cleaned
45,0,0,18787667,1,1,0,0,0,0,0,0,0,0,3,4,3,22,0,0,소상공인 대출,0,0,bd09448440958722b49fb4b7,original_cleaned
48,0,0,9442011,3,0,0,0,0,1,0,0,1,0,6,2,5,14,0,0,적금,1,0,8d9757cc01547a1a20ba4f66,original_cleaned
32,0,1,6865567,1,1,1,1,0,1,1,0,0,0,0,0,0,42,0,0,연체관리,0,0,a06469d17d5bfc3e3a1de6c5,original_cleaned
40,0,1,8561571,3,0,0,0,1,0,1,0,0,0,7,4,4,2,0,0,카드수령,0,0,637900a4109018bdc694c257,original_cleaned
26,1,0,13009963,1,1,1,0,0,1,0,0,0,2,0,0,0,37,0,0,부도관리,0,0,eb8d28f7a02084c4188a83a5,original_cleaned
35,0,1,16488618,2,0,0,0,0,1,0,1,0,0,3,4,1,30,0,0,예금,0,1,c8121f97f5f6c3aaabaf3682,original_cleaned
55,0,0,1955715,3,0,0,0,0,1,0,0,0,0,4,3,18,8,0,0,이체,0,0,4d15e93e99e3a476584aac1c,original_cleaned
61,0,1,87264963,1,1,0,0,0,1,1,0,0,0,5,3,1,18,0,0,연금신청,0,0,84818aac8ac8ac11ce1aa509,original_cleaned
47,0,0,17849619,2,0,0,0,0,1,1,0,0,0,10,1,0,11,0,0,입금,0,0,4615f2224a7367961bc24f03,original_cleaned
39,0,1,2851119,2,1,0,0,0,0,1,0,0,0,0,2,11,3,0,0,이체,0,0,35db849b7d6a246cacb27d2f,original_cleaned
66,0,1,10459526,2,0,0,0,0,1,1,0,0,0,0,0,0,33,0,0,연금신청,0,0,dae1353a04f76731837ae28f,original_cleaned
58,0,1,1375582,1,1,0,1,0,1,0,0,0,0,0,0,0,41,0,0,대출 상환,0,0,734ad8700ae02c7ae837f903,original_cleaned
33,0,1,2638558,3,0,0,0,0,1,0,0,1,0,1,4,1,13,0,0,적금,1,0,68cf8969d933c4b59ee071e3,original_cleaned
24,0,0,2290375,2,0,0,0,0,0,0,0,0,0,1,3,5,16,0,0,체크카드 발급,0,0,5589e232b795c55cb3aa63ae,original_cleaned
34,0,0,3761812,1,0,0,0,0,1,0,0,0,0,2,6,0,3,0,0,연체관리,0,0,b2a19bc0ac08f71b669f8535,original_cleaned
57,0,1,13479003,2,1,0,1,0,0,0,0,0,0,5,1,1,7,0,0,대출 상환,0,0,71fa81e85360ddc1db54492a,original_cleaned
39,0,0,8025820,2,0,0,0,0,1,0,0,0,0,5,2,2,7,0,0,신용카드 발급,0,0,c6f060da48e9e37fdc1e6867,original_cleaned
27,0,1,3054295,1,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,전세자금대출,0,0,4e5e0f59217ed24b47f152a3,original_cleaned
41,0,0,1714468,2,0,0,0,0,0,0,0,0,0,4,5,2,24,0,0,신용대출,0,0,21c8e9066c49ebb4277330ac,original_cleaned
46,0,0,10827854,2,0,0,0,0,0,1,0,0,0,14,3,0,13,0,0,입금,0,0,f13c836e412b2e64f02c046a,original_cleaned
70,0,1,83342,1,0,0,0,0,0,1,0,0,0,7,1,1,4,0,0,입금,0,0,9280693f58376394ef5fcbc4,original_cleaned
52,0,1,24431190,1,1,1,1,0,1,0,0,0,0,4,2,4,25,0,0,연체관리,0,0,82040bbfe529dfc8384d1955,original_cleaned
64,0,1,4620902,2,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,소상공인 대출,0,0,0d2924364ded1c10b70523ec,original_cleaned
42,0,0,10000000,2,0,0,0,0,0,1,0,0,0,4,2,2,18,0,0,주택담보대출,0,0,3cd570f7265a9b185c2eea2f,original_cleaned
42,0,0,1055534,2,0,0,0,0,0,0,0,0,0,3,4,5,21,0,0,신용대출,0,0,53c722890299085bc4731782,original_cleaned
43,0,0,7531849,1,0,0,0,0,0,1,0,1,0,0,0,0,43,0,0,적금,1,0,98253609d3fd6eb3ca10ed13,original_cleaned
22,0,0,10650872,1,0,0,0,0,0,0,0,0,0,6,4,1,3,0,0,전세자금대출,0,0,02290ad73c3cc3303829b4e0,original_cleaned
56,0,0,1536060,2,0,0,0,0,0,0,0,0,0,6,6,1,12,0,0,입금,0,0,7af16d2043d5d598b81e5f48,original_cleaned
55,0,0,18991571,2,1,1,1,0,1,0,0,0,0,2,3,2,3,0,0,연체관리,0,0,de15220b24e3934fa0c82727,original_cleaned
29,0,1,10361379,1,0,0,0,0,1,0,0,0,0,7,2,4,24,0,0,전세자금대출,0,0,a6543f3f38527643207432e7,original_cleaned
73,0,1,3281116,1,0,0,0,0,1,0,0,0,0,3,5,4,3,0,0,연금신청,0,0,3b91395eeb5b0c056922fd4c,original_cleaned
30,0,0,6281339,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,체크카드 발급,0,0,3da5b90f7c8558111b0f2128,original_cleaned
33,0,1,9894799,1,0,0,0,0,1,0,0,0,0,2,15,1,12,0,0,출금,0,0,567924fa0244abcd6e821242,original_cleaned
39,0,1,3038504,2,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,신용대출,0,0,900956bae263ec88d93e5246,original_cleaned
64,0,0,4606876,1,0,0,0,0,0,0,0,0,0,3,2,18,6,0,0,이체,0,0,3cc13ca4499a1d1879329cf7,original_cleaned
26,0,1,376591,2,0,0,0,0,0,0,0,0,0,3,1,3,13,0,0,체크카드 발급,0,0,8a34c2882b34818ec82d68be,original_cleaned
57,0,0,42140051,3,1,0,0,0,1,1,0,0,0,4,3,2,3,0,0,주택담보대출,0,0,9f803a347999473e2c6424b3,original_cleaned
46,0,0,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,신용대출,0,0,8c05699b828872619bf4f3c9,original_cleaned
32,0,1,12650420,3,0,0,0,0,1,1,0,1,0,0,0,0,35,0,0,적금,1,0,7d650305648f487e2987bc7a,original_cleaned
25,0,0,180660,2,0,0,0,0,0,0,0,0,0,2,4,2,14,0,0,체크카드 발급,0,0,eeb581d443b9cfa0b051d5f8,original_cleaned
61,0,1,13972196,1,1,0,0,0,0,1,0,0,0,3,4,0,5,0,0,연금신청,0,0,fd8b12e2748a100e23674f77,original_cleaned
27,0,0,4292314,2,1,1,1,0,0,0,0,0,0,0,2,3,3,0,0,연체관리,0,0,c9a6eb027eeeb142bceeb5c1,original_cleaned
34,0,1,10560858,2,0,0,0,0,0,0,0,0,0,1,3,2,17,0,0,전세자금대출,0,0,6dd066aa318a0aa9e671de56,original_cleaned
47,0,0,219878226,1,0,0,0,0,0,0,0,0,0,2,1,3,14,0,0,주택담보대출,0,0,5086a86848fe04b2b89fbf3b,original_cleaned
48,0,0,14868613,3,0,0,0,0,1,1,0,0,0,2,3,1,11,0,0,주택담보대출,0,0,70725d70e58b5af4261062e5,original_cleaned
52,1,1,341700772,3,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,기업대출,0,0,ff523aa409bc6a4d1b7f6115,original_cleaned
54,0,1,20628235,1,0,0,0,1,1,0,0,0,0,3,5,1,30,0,0,카드수령,0,0,267420d039be273b75ec7125,original_cleaned
26,0,1,6591168,1,0,0,0,0,0,1,0,0,0,6,1,1,6,0,0,전세자금대출,0,0,d87781abf0485709e89bfb07,original_cleaned
36,0,1,47934,1,0,0,0,0,0,1,0,1,0,4,2,0,26,0,0,적금,1,0,45a7feee1c146eebbda29c3c,original_cleaned
65,0,1,6761428,2,0,0,0,0,0,0,0,0,0,3,0,3,15,0,0,연금신청,0,0,55729480ab72b0eb9f04418d,original_cleaned
53,0,1,7700044,1,0,0,0,0,1,1,0,0,0,2,1,14,2,0,0,이체,0,0,993a7abd1fe1d89a47fe4d1c,original_cleaned
53,1,1,25480584,2,1,1,0,0,1,1,0,0,2,2,4,4,6,0,0,부도관리,0,0,292fd907348640003240d64d,original_cleaned
40,0,0,12310094,1,0,0,0,1,0,0,0,0,0,3,3,3,19,0,0,카드수령,0,0,259bebb2048802e79e7b3cb3,original_cleaned
64,0,1,2455792,1,0,0,0,0,0,0,0,0,0,1,12,0,13,0,0,출금,0,0,e6da1d986854c12e300d4d23,original_cleaned
62,1,1,7205815,2,1,0,0,0,1,0,0,0,0,7,2,0,7,0,0,기업대출,0,0,01ad6390e36142d4f1379514,original_cleaned
29,0,1,10618411,2,0,0,0,0,1,0,0,0,0,3,4,0,24,0,0,신용카드 발급,0,0,59705e345350084feccae75d,original_cleaned
54,0,0,16201705,1,1,0,1,0,1,0,0,0,0,6,4,1,16,0,0,대출 상환,0,0,3ed133639b474112dbd7ad62,original_cleaned
52,0,1,15766240,2,0,0,0,0,0,0,0,0,0,11,2,0,5,0,0,입금,0,0,9bfac803186dc80e0043c6d5,original_cleaned
